segment length: 1355	score: 701.278
segment length: 1723	score: 802.847


segment length: 1006	score: 394.206


segment length: 2644	score: 1244.85


segment length: 5288	score: 2660.33


segment length: 8928	score: 3356.91


segment length: 3076	score: 1475.23


segment length: 4032	score: 1913.21


segment length: 2713	score: 944.402


segment length: 4182	score: 2076.72


segment length: 3112	score: 1569.44


segment length: 3416	score: 1684.77


segment length: 1916	score: 857.296


segment length: 3223	score: 1650.03


segment length: 3736	score: 1708.91


segment length: 1993	score: 1016.46


segment length: 4981	score: 2420.6


segment length: 4466	score: 2435.09


segment length: 2267	score: 907.49


segment length: 2494	score: 1341.2


segment length: 3621	score: 1322.94


segment length: 2334	score: 985.142


segment length: 2909	score: 1355.14


segment length: 2309	score: 1200.32


segment length: 3001	score: 1549.31


segment length: 2086	score: 1044.94


segment length: 1849	score: 748.667


segment length: 3242	score: 1485.14


segment length: 5876	score: 1909.12


segment length: 3517	score: 1649.4


segment length: 2471	score: 1328.97


segment length: 2365	score: 1085.35


segment length: 2480	score: 958.746


segment length: 3980	score: 1587.58


segment length: 1508	score: 521.47


segment length: 1417	score: 539.679


segment length: 4964	score: 2584.27


segment length: 4580	score: 2632.15


segment length: 1856	score: 721.176


segment length: 1551	score: 726.492


segment length: 2175	score: 1053.15


segment length: 1364	score: 665.435


segment length: 5401	score: 2679.18


segment length: 1366	score: 709.338


segment length: 1107	score: 475.438


segment length: 1208	score: 538.294


segment length: 7907	score: 3331.71


segment length: 2030	score: 934.777


segment length: 2483	score: 1132.78


segment length: 2335	score: 799.359


segment length: 3154	score: 1176.85


segment length: 2722	score: 1174.54


segment length: 2751	score: 1086.28


segment length: 4166	score: 2031.99


segment length: 2658	score: 1555.7


segment length: 3142	score: 1164.64


segment length: 3409	score: 1859.84


segment length: 6028	score: 2791.13


segment length: 1723	score: 793.536


segment length: 6011	score: 2439.3


segment length: 5238	score: 2192.66


segment length: 3287	score: 1776.96


segment length: 5295	score: 2634.17


segment length: 2661	score: 1240.93


segment length: 3092	score: 1826.05


segment length: 3032	score: 1410.63


segment length: 2496	score: 1133.95


segment length: 4796	score: 3021.99


segment length: 2046	score: 938.796


segment length: 662	score: 229.506


segment length: 3122	score: 1035.72


segment length: 3399	score: 1382.78


segment length: 3153	score: 1263.57


segment length: 2871	score: 1161.04


segment length: 3827	score: 1885.14


segment length: 1203	score: 600.008


segment length: 1080	score: 596.969


segment length: 5661	score: 2559.54


segment length: 3973	score: 2257.16


segment length: 802	score: 369.882


segment length: 3566	score: 1528.18


segment length: 1649	score: 575.374


segment length: 2017	score: 927.648


segment length: 1061	score: 540.71


segment length: 2813	score: 1453.4


segment length: 648	score: 292.759


segment length: 878	score: 520.225


segment length: 2149	score: 959.886


segment length: 1000	score: 399.592


segment length: 1370	score: 618.48


segment length: 2538	score: 1323.44


segment length: 1491	score: 662.034


segment length: 4781	score: 2074.36


segment length: 3646	score: 1422.53


segment length: 1269	score: 548.639


segment length: 2713	score: 1322.37


segment length: 2150	score: 1150.07


segment length: 3534	score: 1483.3


segment length: 2678	score: 1238.47


segment length: 3431	score: 1818.73


segment length: 5629	score: 2680.07


segment length: 1910	score: 716.978


segment length: 2272	score: 1039.92


segment length: 3067	score: 1729.86


segment length: 2540	score: 1333.66


segment length: 3005	score: 1333.67


segment length: 1426	score: 497.026


segment length: 1816	score: 763.712


segment length: 2459	score: 1128.19


segment length: 3318	score: 1673.11


segment length: 4205	score: 1883.23


segment length: 2977	score: 1197.58


segment length: 1827	score: 960.797


segment length: 1406	score: 451.702


segment length: 983	score: 467.189


segment length: 3469	score: 1563.14


segment length: 1628	score: 656.049


segment length: 3337	score: 1254.52


segment length: 4914	score: 2313.25


segment length: 808	score: 342.578


segment length: 6487	score: 3360.04


segment length: 1260	score: 510.3


segment length: 1923	score: 1007.64


segment length: 1734	score: 1139.29


segment length: 2588	score: 1347.88


segment length: 832	score: 337.275


segment length: 803	score: 352.73


segment length: 2363	score: 958.813


segment length: 6468	score: 2453.19


segment length: 3580	score: 2089.71


segment length: 1757	score: 827.811


segment length: 3098	score: 1445.21


segment length: 2894	score: 736.487


segment length: 1201	score: 509.297


segment length: 4786	score: 1952.94


segment length: 2781	score: 1127.74


segment length: 5714	score: 2305.6


segment length: 2360	score: 772.884


segment length: 3209	score: 1413.58


segment length: 1637	score: 696.987


segment length: 3900	score: 1789.65


segment length: 2214	score: 1128.87


segment length: 2189	score: 1020.65


segment length: 783	score: 367.698


segment length: 1745	score: 829.663


segment length: 4945	score: 2303.61


segment length: 3832	score: 1940.19


segment length: 3082	score: 1271.13


segment length: 973	score: 487.796


segment length: 3844	score: 1953.55


segment length: 2513	score: 1495.16


segment length: 491	score: 235.763


segment length: 3190	score: 1602.86


segment length: 3363	score: 1798.51


segment length: 2200	score: 936.704


segment length: 5538	score: 2279.75


segment length: 1962	score: 862.819


segment length: 2324	score: 856.378


segment length: 4863	score: 1770.01


segment length: 2765	score: 1358.58


segment length: 2222	score: 1112.34


segment length: 2986	score: 1700.5


segment length: 5199	score: 2252.52


segment length: 4497	score: 2107.02


segment length: 6997	score: 3667.2


segment length: 1886	score: 441.597


segment length: 5107	score: 2415.24


segment length: 2058	score: 1221.98


segment length: 1887	score: 968.568


segment length: 4857	score: 2106.71


segment length: 3098	score: 1367.66


segment length: 3571	score: 1646.49


segment length: 1089	score: 405.809


segment length: 1572	score: 825.715


segment length: 2348	score: 1390.87


segment length: 2427	score: 1343.58


segment length: 885	score: 419.991


segment length: 5355	score: 3138.71


segment length: 2852	score: 1204.53


segment length: 2173	score: 1079.56


segment length: 4749	score: 2468.41


segment length: 1288	score: 416.071


segment length: 1683	score: 782.276


segment length: 2002	score: 851.305


segment length: 1925	score: 853.168


segment length: 1279	score: 509.157


segment length: 1783	score: 964.852


segment length: 991	score: 543.713


segment length: 1998	score: 991.15


segment length: 1689	score: 854.024


segment length: 3488	score: 1638.82


segment length: 644	score: 303.903


segment length: 5941	score: 1761.75


segment length: 2314	score: 718.677


segment length: 4887	score: 2178.85


segment length: 2041	score: 1088.58


segment length: 1735	score: 890.624


segment length: 4028	score: 2148.53


segment length: 3174	score: 1279.96


segment length: 4644	score: 2564.15


segment length: 4011	score: 2181.18


segment length: 1458	score: 705.089


segment length: 9301	score: 4857.53


segment length: 2731	score: 1164.66


segment length: 3177	score: 1548.64


segment length: 8641	score: 4700.43


segment length: 3931	score: 1880.36


segment length: 2347	score: 1219.42


segment length: 2099	score: 1045.88


segment length: 1541	score: 683.457


segment length: 1657	score: 701.494


segment length: 2421	score: 1166.19


segment length: 5043	score: 2289.51


segment length: 938	score: 454.826


segment length: 2261	score: 1129.26


segment length: 4150	score: 1954.41


segment length: 740	score: 465.208


segment length: 2893	score: 1319.49


segment length: 2051	score: 1241.77


segment length: 8525	score: 4070.83


segment length: 1051	score: 503.275


segment length: 2738	score: 1467.49


segment length: 619	score: 339.702


segment length: 1545	score: 842.628


segment length: 2546	score: 1196.94


segment length: 1185	score: 295.077


segment length: 1721	score: 811.917


segment length: 1791	score: 824.065


segment length: 1485	score: 758.353


segment length: 995	score: 434.632


segment length: 3129	score: 1830.8


segment length: 1609	score: 701.17


segment length: 2057	score: 963.713


segment length: 2356	score: 1192.27


segment length: 1647	score: 788.206


segment length: 3687	score: 1526.62


segment length: 2191	score: 871.595


segment length: 4193	score: 1929.99


segment length: 2238	score: 858.187


segment length: 2964	score: 1281.57


segment length: 2777	score: 1487.48


segment length: 7484	score: 2815.27


segment length: 3109	score: 1336.81


segment length: 3010	score: 1754.18


segment length: 518	score: 170.505


segment length: 4066	score: 1812.62


segment length: 1573	score: 630.75


segment length: 2191	score: 1112.21


segment length: 9096	score: 4833.29


segment length: 3400	score: 1648.67


segment length: 3507	score: 1745.22


segment length: 3755	score: 2176.65


segment length: 1711	score: 928.063


segment length: 3125	score: 1498.73


segment length: 4874	score: 2224.54


segment length: 4687	score: 1740.59


segment length: 2040	score: 1011.95


segment length: 3349	score: 1245.36


segment length: 2494	score: 1232.97


segment length: 3656	score: 1460.37


segment length: 2403	score: 1210.73


segment length: 4520	score: 2508.56


segment length: 6026	score: 2725.73


segment length: 2896	score: 1379.68


segment length: 2458	score: 969.062


segment length: 3808	score: 1767.64


segment length: 3794	score: 2186.35


segment length: 2553	score: 1464.6


segment length: 2893	score: 812.34


segment length: 3540	score: 1685.33


segment length: 4052	score: 2393.01


segment length: 3110	score: 1420.1


segment length: 2586	score: 1172.43


segment length: 859	score: 426.881


segment length: 2171	score: 868.953


segment length: 2545	score: 966.263


segment length: 2607	score: 1237.66


segment length: 2896	score: 1109.58


segment length: 1855	score: 943.338


segment length: 998	score: 549.471


segment length: 2402	score: 801.562


segment length: 3709	score: 2144.34


segment length: 1517	score: 824.193


segment length: 1751	score: 599.969


segment length: 1418	score: 604.545


segment length: 1598	score: 802.269


segment length: 1224	score: 505.462


segment length: 8539	score: 1434.22
7855 8676 0	611737 612558

0 0 inf	603882 603882


segment length: 1068	score: 503.644


segment length: 3200	score: 1311.42


segment length: 1600	score: 748.957


segment length: 4251	score: 2009.44


segment length: 3569	score: 1804.78


segment length: 4943	score: 2134.49


segment length: 3695	score: 1908.3


segment length: 1801	score: 979.793


segment length: 1676	score: 646.051


segment length: 1359	score: 650.212


segment length: 2200	score: 1146.95


segment length: 1080	score: 531.216


segment length: 2346	score: 1150.37


segment length: 2083	score: 764.247


segment length: 2249	score: 979.208


segment length: 2568	score: 1320.24


segment length: 3896	score: 1438.28


segment length: 4442	score: 1649.38


segment length: 1953	score: 831.091


segment length: 1848	score: 791.768


segment length: 1180	score: 571.902


segment length: 2530	score: 822.537


segment length: 3607	score: 1721.86


segment length: 1397	score: 524.576


segment length: 5083	score: 2804.78


segment length: 3716	score: 2085.24


segment length: 2576	score: 1051.97


segment length: 1014	score: 542.845


segment length: 1330	score: 521.866


segment length: 1526	score: 654.765


segment length: 4910	score: 2815.95


segment length: 1897	score: 1110.88


segment length: 1324	score: 689.953


segment length: 2877	score: 1180.47
0 0 inf	620106 620106

75 199 37.2107	620181 620305


segment length: 2133	score: 1136.13


segment length: 2138	score: 1072.35


segment length: 2922	score: 1463.24


segment length: 4571	score: 1977.54


segment length: 1077	score: 396.274


segment length: 6974	score: 2781.1


segment length: 4622	score: 1974.07


segment length: 3035	score: 1511.12


segment length: 8125	score: 3984.26


segment length: 1850	score: 913.061


segment length: 4638	score: 2394.44


segment length: 2988	score: 1318.73


segment length: 2447	score: 1184.74


segment length: 6301	score: 2278.54


segment length: 2024	score: 1040.86


segment length: 1111	score: 354.207


segment length: 2334	score: 767.446


segment length: 1543	score: 823.4


segment length: 1970	score: 1127.92


segment length: 6732	score: 3398.54


segment length: 4089	score: 1568.66


segment length: 2723	score: 1208.68


segment length: 3067	score: 1516.48


segment length: 1868	score: 731.621


segment length: 3261	score: 1565.95


segment length: 2006	score: 1001.41


segment length: 3339	score: 1759.87


segment length: 539	score: 181.274


segment length: 1951	score: 762.291


segment length: 5474	score: 2922.76


segment length: 3599	score: 1519.26


segment length: 1777	score: 926.931


segment length: 1580	score: 555.887


segment length: 2158	score: 1087.27


segment length: 6553	score: 3943.36


segment length: 1461	score: 730.237


segment length: 924	score: 334.484


segment length: 2112	score: 917.111


segment length: 6177	score: 2683.57


segment length: 3121	score: 1839.65


segment length: 913	score: 409.619


segment length: 6207	score: 2905.82


segment length: 2159	score: 715.89


segment length: 2304	score: 1179.49


segment length: 4114	score: 1637.02


segment length: 5148	score: 2719.46


segment length: 2552	score: 1135.18


segment length: 1718	score: 524.272


segment length: 2320	score: 812.902


segment length: 3912	score: 2072.97


segment length: 2976	score: 1661.07


segment length: 4875	score: 2236.18


segment length: 5014	score: 2728.82


segment length: 690	score: 314.914


segment length: 3922	score: 1964.63


segment length: 2016	score: 1054.4


segment length: 2942	score: 1277.02


segment length: 1901	score: 971.464


segment length: 9007	score: 4325.62


segment length: 4862	score: 1993.38


segment length: 1614	score: 774.144


segment length: 1912	score: 784.271


segment length: 3204	score: 1660.87


segment length: 2063	score: 1042.46


segment length: 2292	score: 887.005


segment length: 3517	score: 1567.75


segment length: 2570	score: 1112.52


segment length: 4057	score: 1141.86


segment length: 488	score: 184.053


segment length: 7165	score: 1248.91


segment length: 1575	score: 760.353


segment length: 2548	score: 1039.93
